INFO: 04-04 18:05:51: train_shadownet.py:61 * 140096229574464 Tensor("shuffle_batch/TakeManySparseFromTensorsMap:0", shape=(?, 2), dtype=int64)
INFO: 04-04 18:05:51: train_shadownet.py:62 * 140096229574464 <class 'tensorflow.python.framework.sparse_tensor.SparseTensor'>
INFO: 04-04 18:05:51: train_shadownet.py:68 * 140096229574464 SparseTensor(indices=Tensor("shuffle_batch/TakeManySparseFromTensorsMap:0", shape=(?, 2), dtype=int64), values=Tensor("shuffle_batch/TakeManySparseFromTensorsMap:1", shape=(?,), dtype=int32), dense_shape=Tensor("shuffle_batch/TakeManySparseFromTensorsMap:2", shape=(2,), dtype=int64))
INFO: 04-04 18:05:53: train_shadownet.py:119 * 140096229574464 Training from scratch
INFO: 04-04 18:10:41: train_shadownet.py:187 * 140096229574464 Epoch: 1 cost= 850.631287 seq distance=  3.112404 train accuracy=  0.008419
INFO: 04-04 18:10:52: train_shadownet.py:187 * 140096229574464 Epoch: 2 cost= 354.857666 seq distance=  0.950576 train accuracy=  0.010143
INFO: 04-04 18:11:13: train_shadownet.py:187 * 140096229574464 Epoch: 3 cost= 433.322418 seq distance=  1.000000 train accuracy=  0.000000
INFO: 04-04 18:11:29: train_shadownet.py:187 * 140096229574464 Epoch: 4 cost= 516.514404 seq distance=  1.727411 train accuracy=  0.099760
INFO: 04-04 18:11:46: train_shadownet.py:187 * 140096229574464 Epoch: 5 cost= 295.296173 seq distance=  0.978289 train accuracy=  0.000000
INFO: 04-04 18:11:56: train_shadownet.py:187 * 140096229574464 Epoch: 6 cost= 267.394836 seq distance=  1.004477 train accuracy=  0.057999
INFO: 04-04 18:12:11: train_shadownet.py:187 * 140096229574464 Epoch: 7 cost= 273.352325 seq distance=  0.994487 train accuracy=  0.000000
INFO: 04-04 18:12:20: train_shadownet.py:187 * 140096229574464 Epoch: 8 cost= 243.973999 seq distance=  0.852717 train accuracy=  0.019082
INFO: 04-04 18:12:43: train_shadownet.py:187 * 140096229574464 Epoch: 9 cost= 214.295258 seq distance=  0.881079 train accuracy=  0.015251
INFO: 04-04 18:12:52: train_shadownet.py:187 * 140096229574464 Epoch: 10 cost= 183.709686 seq distance=  0.855570 train accuracy=  0.019191
INFO: 04-04 18:13:09: train_shadownet.py:187 * 140096229574464 Epoch: 11 cost= 224.089005 seq distance=  0.903240 train accuracy=  0.011637
INFO: 04-04 18:13:15: train_shadownet.py:187 * 140096229574464 Epoch: 12 cost= 223.919250 seq distance=  0.803689 train accuracy=  0.038144
